#Function	Subsystem	Classification 1	Classification 2
4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39)	Tryptophan_catabolism	Amino Acids and Derivatives	Aromatic amino acids and derivatives
4-oxalocrotonate decarboxylase (EC 4.1.1.77)	Tryptophan_catabolism	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Acetaldehyde dehydrogenase (EC 1.2.1.10)	Tryptophan_catabolism	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Kynureninase (EC 3.7.1.3)	Tryptophan_catabolism	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Kynurenine 3-monooxygenase (EC 1.14.13.9)	Tryptophan_catabolism	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Kynurenine formamidase (EC 3.5.1.9)	Tryptophan_catabolism	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Tryptophan 2,3-dioxygenase (EC 1.13.11.11)	Tryptophan_catabolism	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Kynurenine formamidase, bacterial (EC 3.5.1.9)	Tryptophan_catabolism	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Possible hydrolase or acyltransferase RutD in novel pyrimidine catabolism pathway	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Predicted peroxy-aminoacrylate reductase RutC, likely plays detoxification role in pyrimidine catabolism pathway	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Predicted amidohydrolase RutB in novel pyrimidine catabolism pathway	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Predicted flavin reductase RutF in novel pyrimidine catabolism pathway	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Predicted monooxygenase RutA in novel pyrimidine catabolism pathway	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Predicted reductase RutE in novel pyrimidine catabolism pathway	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Transcriptional regulator RutR of pyrimidine catabolism (TetR family)	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Uracil permease	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Beta-ureidopropionase (EC 3.5.1.6)	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Dihydropyrimidinase (EC 3.5.2.2)	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Dihydropyrimidine dehydrogenase [NADP+] (EC 1.3.1.2)	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Pyridine nucleotide-disulphide oxidoreductase associated with reductive pyrimidine catabolism	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Possible pyrimidine permease in reductive pathway	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Pyrimidine ABC transporter, ATP-binding protein	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Pyrimidine ABC transporter, substrate-binding component	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Pyrimidine ABC transporter, transmembrane component 1	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Pyrimidine ABC transporter, transmembrane component 2	Pyrimidine_utilization	Nucleosides and Nucleotides	Pyrimidines
Serine hydroxymethyltransferase (EC 2.1.2.1)	YggSProC		
Isoleucyl-tRNA synthetase (EC 6.1.1.5)	YggSProC		
Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2)	YggSProC		
Lipoprotein signal peptidase (EC 3.4.23.36)	YggSProC		
Cell division protein FtsZ (EC 3.4.24.-)	YggSProC		
Cell division protein FtsA	YggSProC		
Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	YggSProC		
Aspartokinase (EC 2.7.2.4)	YggSProC		
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	YggSProC		
Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC	YggSProC		
UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	YggSProC		
Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	YggSProC		
Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	YggSProC		
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	YggSProC		
FIG001583: hypothetical protein, contains S4-like RNA binding domain	YggSProC		
Threonine dehydratase (EC 4.3.1.19)	YggSProC		
UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	YggSProC		
SAM-dependent methyltransferase, MraW methylase family (EC 2.1.1.-)	YggSProC		
Inosose dehydratase (EC 4.2.1.44)	YggSProC		
Threonine dehydratase biosynthetic (EC 4.3.1.19)	YggSProC		
Threonine dehydratase, catabolic (EC 4.3.1.19)	YggSProC		
Putative translation initiation inhibitor, yjgF family	YggSProC		
YfiH	YggSProC		
Predicted peroxy-aminoacrylate reductase RutC, likely plays detoxification role in pyrimidine catabolism pathway	YggSProC		
phosphatidylcholine-hydrolyzing phospholipase D (PLD) family	YggSProC		
Holliday junction DNA helicase RuvA	RuvABC_plus_a_hypothetical	DNA Metabolism	DNA recombination
Holliday junction DNA helicase RuvB	RuvABC_plus_a_hypothetical	DNA Metabolism	DNA recombination
Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	RuvABC_plus_a_hypothetical	DNA Metabolism	DNA recombination
FIG000859: hypothetical protein YebC	RuvABC_plus_a_hypothetical	DNA Metabolism	DNA recombination
FIG033889: YebC paralog in Betaproteobacteria	RuvABC_plus_a_hypothetical	DNA Metabolism	DNA recombination
FIG033889: YebC paralog in Clostridia	RuvABC_plus_a_hypothetical	DNA Metabolism	DNA recombination
Arginine pathway regulatory protein ArgR, repressor of arg regulon	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Ornithine carbamoyltransferase (EC 2.1.3.3)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Carbamate kinase (EC 2.7.2.2)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine/ornithine antiporter ArcD	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine ABC transporter, permease protein ArtM	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine N-succinyltransferase (EC 2.3.1.109)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Succinylornithine transaminase (EC 2.6.1.81)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Ornithine aminotransferase (EC 2.6.1.13)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Biosynthetic arginine decarboxylase (EC 4.1.1.19)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine decarboxylase (EC 4.1.1.19)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Ornithine decarboxylase (EC 4.1.1.17)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Agmatine deiminase (EC 3.5.3.12)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
N-carbamoylputrescine amidase (EC 3.5.1.53)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine N-succinyltransferase, alpha subunit (EC 2.3.1.109)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginase (EC 3.5.3.1)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine utilization regulatory protein RocR	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine permease RocE	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Agmatinase (EC 3.5.3.11)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Ornithine cyclodeaminase (EC 4.3.1.12)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine utilization protein RocB	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine deiminase (EC 3.5.3.6)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Transcriptional regulator ArcR essential for anaerobic expression of the ADI pathway, Crp/Fnr family	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Succinylglutamate desuccinylase (EC 3.5.1.96)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Succinylarginine dihydrolase (EC 3.5.3.23)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Lysine-arginine-ornithine-binding periplasmic protein precursor (TC 3.A.1.3.1)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Histidine ABC transporter, histidine-binding periplasmic protein precursor HisJ (TC 3.A.1.3.1)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Histidine ABC transporter, permease protein HisQ (TC 3.A.1.3.1)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Histidine ABC transporter, permease protein HisM (TC 3.A.1.3.1)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Histidine ABC transporter, ATP-binding protein HisP (TC 3.A.1.3.1)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine N-succinyltransferase, beta subunit (EC 2.3.1.109)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine ABC transporter, permease protein ArtQ	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine decarboxylase, catabolic (EC 4.1.1.19)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Transcriptional regulator of catabolic arginine decarboxylase (adiA)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine/agmatine antiporter	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine ABC transporter, periplasmic arginine-binding protein ArtI	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine ABC transporter, ATP-binding protein ArtP	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine ABC transporter, periplasmic arginine-binding protein ArtJ	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Putrescine aminotransferase (EC 2.6.1.82)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine/ornithine ABC transporter, ATP-binding protein AotP	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine/ornithine ABC transporter, periplasmic arginine/ornithine binding protein	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine/ornithine ABC transporter, permease protein AotQ	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Arginine/ornithine ABC transporter, permease protein AotM	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	Proline	Experimental Subsystems	
Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC	Proline	Experimental Subsystems	
Cysteine synthase (EC 2.5.1.47)	Proline	Experimental Subsystems	
Glutamate 5-kinase (EC 2.7.2.11)	Proline	Experimental Subsystems	
Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	Proline	Experimental Subsystems	
N-carbamoylputrescine amidase (EC 3.5.1.53)	Proline	Experimental Subsystems	
Arginase (EC 3.5.3.1)	Proline	Experimental Subsystems	
Ornithine carbamoyltransferase (EC 2.1.3.3)	Proline	Experimental Subsystems	
Arginine deiminase (EC 3.5.3.6)	Proline	Experimental Subsystems	
Glutathione synthetase (EC 6.3.2.3)	Proline	Experimental Subsystems	
Glutamate--cysteine ligase (EC 6.3.2.2)	Proline	Experimental Subsystems	
Membrane alanine aminopeptidase N (EC 3.4.11.2)	Proline	Experimental Subsystems	
Tripeptide aminopeptidase (EC 3.4.11.4)	Proline	Experimental Subsystems	
Serine hydroxymethyltransferase (EC 2.1.2.1)	Proline	Experimental Subsystems	
Agmatine deiminase (EC 3.5.3.12)	Proline	Experimental Subsystems	
Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	Proline	Experimental Subsystems	
Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB	Proline	Experimental Subsystems	
UPF0301 protein YqgE	Proline	Experimental Subsystems	
Twitching motility protein PilT	Proline	Experimental Subsystems	
COG1496: Uncharacterized conserved protein	Proline	Experimental Subsystems	
Cell division protein FtsZ (EC 3.4.24.-)	Proline	Experimental Subsystems	
UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	Proline	Experimental Subsystems	
Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8)	Proline	Experimental Subsystems	
Glutamyl-tRNA synthetase (EC 6.1.1.17)	Proline	Experimental Subsystems	
Glutamyl-tRNA reductase (EC 1.2.1.70)	Proline	Experimental Subsystems	
Protoporphyrinogen IX oxidase, oxygen-independent, HemG (EC 1.3.-.-)	Proline	Experimental Subsystems	
Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)	Proline	Experimental Subsystems	
RNA-binding C-terminal domain PUA	Proline	Experimental Subsystems	
Glutamate--cysteine ligase (EC 6.3.2.2), divergent, of Alpha- and Beta-proteobacteria type	Proline	Experimental Subsystems	
FIG001583: hypothetical protein, contains S4-like RNA binding domain	Proline	Experimental Subsystems	
FIG001960: FtsZ-interacting protein related to cell division	Proline	Experimental Subsystems	
Glutathione biosynthesis bifunctional protein gshF (EC 6.3.2.2)(EC 6.3.2.3)	Proline	Experimental Subsystems	
5-oxoprolinase (EC 3.5.2.9)	Proline	Experimental Subsystems	
5-aminolevulinate synthase (EC 2.3.1.37)	Proline	Experimental Subsystems	
Protoporphyrinogen IX oxidase, aerobic, HemY (EC 1.3.3.4)	Proline	Experimental Subsystems	
Late competence protein ComER, similarity with Pyrroline-5-carboxylate reductase	Proline	Experimental Subsystems	
Ornithine aminotransferase (EC 2.6.1.13)	Proline	Experimental Subsystems	
Putative exported protein clustered with Gamma-glutamyltranspeptidase	Proline	Experimental Subsystems	
Similar to Glutathione synthetase	Proline	Experimental Subsystems	
Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	Proline	Experimental Subsystems	
Similar to Glutamate--cysteine ligase (EC 6.3.2.2), function unknown	Proline	Experimental Subsystems	
Delta 1-pyrroline-2-carboxylate reductase (EC 1.5.1.1)	Proline	Experimental Subsystems	
Predicted alternative glutathione synthetase (EC 6.3.2.3)	Proline	Experimental Subsystems	
CBSS-74546.3.peg.720: hypothetical protein	Proline	Experimental Subsystems	
Similar to 5-oxoprolinase (EC 3.5.2.9) and Methylhydantoinases A, B (EC 3.5.2.14), N-terminal domain	Proline	Experimental Subsystems	
Similar to 5-oxoprolinase (EC 3.5.2.9) and Methylhydantoinases A, B (EC 3.5.2.14), C-terminal domain	Proline	Experimental Subsystems	
Glutamate--cysteine ligase archaeal (EC 6.3.2.2)	Proline	Experimental Subsystems	
Ornithine carbamoyltransferase OTC/ARG3	Proline	Experimental Subsystems	
DUF1537 ygbK type II	DUF1537	Experimental Subsystems	
4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	DUF1537	Experimental Subsystems	
Gluconate permease	DUF1537	Experimental Subsystems	
D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	DUF1537	Experimental Subsystems	
Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	DUF1537	Experimental Subsystems	
D-beta-hydroxybutyrate dehydrogenase (EC 1.1.1.30)	DUF1537	Experimental Subsystems	
Hydroxypyruvate isomerase (EC 5.3.1.22)	DUF1537	Experimental Subsystems	
Phosphoserine aminotransferase (EC 2.6.1.52)	DUF1537	Experimental Subsystems	
Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	DUF1537	Experimental Subsystems	
Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)	DUF1537	Experimental Subsystems	
Glutaminase (EC 3.5.1.2)	DUF1537	Experimental Subsystems	
4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	DUF1537	Experimental Subsystems	
Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)	DUF1537	Experimental Subsystems	
Domain of unknown function DUF1537, YgbK-like	DUF1537	Experimental Subsystems	
2-keto-3-deoxygluconate permease (KDG permease)	DUF1537	Experimental Subsystems	
Pyridoxal kinase (EC 2.7.1.35)	DUF1537	Experimental Subsystems	
Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)	DUF1537	Experimental Subsystems	
transcriptional regulator, DeoR family	DUF1537	Experimental Subsystems	
DUF1537 LInked to Rubiscolike protein	DUF1537	Experimental Subsystems	
similar to ribulose-1,5-bisphosphate carboxylase, Type III	DUF1537	Experimental Subsystems	
Dihydrodipicolinate synthase family	DUF1537	Experimental Subsystems	
DUF1537 linked to pdxA	DUF1537	Experimental Subsystems	
PdxA-like	DUF1537	Experimental Subsystems	
D-glycerate 3-kinase (EC 2.7.1.31), plant type	DUF1537	Experimental Subsystems	
Putative sugar isomerase involved in processing of exogenous sialic acid, yjgK-like	DUF1537	Experimental Subsystems	
KDO-hydrolase	DUF1537	Experimental Subsystems	
DUF1537	DUF1537	Experimental Subsystems	
3-hydroxy-D-aspartate aldolase (EC 4.1.3.41)	DUF1537	Experimental Subsystems	
COG1720: Uncharacterized conserved protein	methyl_t6A	RNA Metabolism	RNA processing and modification
CsdL (EC-YgdL) protein of the HesA/MoeB/ThiF family, part of the CsdA-E-L sulfur transfer pathway	ct6A	RNA Metabolism	RNA processing and modification
Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA	ct6A	RNA Metabolism	RNA processing and modification
Cysteine desulfurase CsdA-CsdE, sulfur acceptor protein CsdE	ct6A	RNA Metabolism	RNA processing and modification
TsaD/Kae1/Qri7 protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	t6A_synthesis_in_bacteria	RNA Metabolism	RNA processing and modification
TsaC protein (YrdC-Sua5 domains) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA	t6A_synthesis_in_bacteria	RNA Metabolism	RNA processing and modification
TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA	t6A_synthesis_in_bacteria	RNA Metabolism	RNA processing and modification
TsaB protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	t6A_synthesis_in_bacteria	RNA Metabolism	RNA processing and modification
