#Function	Subsystem	Classification 1	Classification 2
CRISPR-associated helicase Cas3, protein	CRISPRs	DNA Metabolism	
CRISPR-associated protein, CT1974	CRISPRs	DNA Metabolism	
CRISPR-associated protein, CT1975 family	CRISPRs	DNA Metabolism	
CRISPR-associated protein, CT1976	CRISPRs	DNA Metabolism	
CRISPR-associated protein, TM1800 family	CRISPRs	DNA Metabolism	
CRISPR-associated protein MTH1087	CRISPRs	DNA Metabolism	
CRISPR-associated protein, MJ0381 family	CRISPRs	DNA Metabolism	
CRISPR-associated protein, TM1802 family	CRISPRs	DNA Metabolism	
corresponds to STY3070 from Accession AL513382: Salmonella typhi CT18	CRISPRs	DNA Metabolism	
CRISPR-associated protein Cas7	CRISPRs	DNA Metabolism	
CRISPR-associated protein, CT1972 family	CRISPRs	DNA Metabolism	
CRISPR-associated protein, CT1973 family	CRISPRs	DNA Metabolism	
FIG024006: iron uptake protein	CBSS-225849.3.peg.3151	Clustering-based subsystems	
FIG138928: iron-regulated membrane protein	CBSS-225849.3.peg.3151	Clustering-based subsystems	
FIG016502: iron uptake protein	CBSS-225849.3.peg.3151	Clustering-based subsystems	
Toprim domain protein	CBSS-315749.4.peg.3658	Clustering-based subsystems	
Thioredoxin	CBSS-315749.4.peg.3658	Clustering-based subsystems	
Glycine cleavage system H protein	CBSS-315749.4.peg.3658	Clustering-based subsystems	
Arsenate reductase (EC 1.20.4.1)	CBSS-315749.4.peg.3658	Clustering-based subsystems	
FIG011871: Hypothetical protein	CBSS-315749.4.peg.3658	Clustering-based subsystems	
FIG109201: Hypothetical protein	CBSS-315749.4.peg.3658	Clustering-based subsystems	
Phage neck	Phage_neck_proteins	Phages, Prophages, Transposable elements	Bacteriophage structural proteins
Phage neck protein	Phage_neck_proteins	Phages, Prophages, Transposable elements	Bacteriophage structural proteins
Phage neck whiskers	Phage_neck_proteins	Phages, Prophages, Transposable elements	Bacteriophage structural proteins
Phage collar	Phage_neck_proteins	Phages, Prophages, Transposable elements	Bacteriophage structural proteins
FIG014387: Transcriptional regulator, PadR family	CBSS-218494.4.peg.228	Clustering-based subsystems	
FIG04612: Integral membrane protein (putative)	CBSS-218494.4.peg.228	Clustering-based subsystems	
FIG015389: hypothetical membrane associated protein	CBSS-218494.4.peg.228	Clustering-based subsystems	
5-FCL-like protein	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
Formiminoglutamase (EC 3.5.3.8)	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
Formiminoglutamic iminohydrolase (EC 3.5.3.13)	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
Histidine ammonia-lyase (EC 4.3.1.3)	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
Imidazolonepropionase (EC 3.5.2.7)	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
Serine hydroxymethyltransferase (EC 2.1.2.1)	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
Urocanate hydratase (EC 4.2.1.49)	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4)	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
Glutamate formiminotransferase (EC 2.1.2.5)	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
Glutamate formyltransferase	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
N-formylglutamate deformylase (EC 3.5.1.68)	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
N-formylglutamate deformylase (EC 3.5.1.68) [alternative form]	Experimental_-_Histidine_Degradation	Experimental Subsystems	Plant-Prokaryote DOE project
iron aquisition yersiniabactin synthesis enzyme (Irp1,polyketide synthetase)	Siderophores_of_hydroxamate_family	Experimental Subsystems	
iron aquisition yersiniabactin synthesis enzyme (Irp2)	Siderophores_of_hydroxamate_family	Experimental Subsystems	
iron aquisition yersiniabactin synthesis enzyme (Irp3)	Siderophores_of_hydroxamate_family	Experimental Subsystems	
iron aquisition yersiniabactin synthesis enzyme (YbtT,resembles thioesterases)	Siderophores_of_hydroxamate_family	Experimental Subsystems	
iron aquisition 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58,Irp5)	Siderophores_of_hydroxamate_family	Experimental Subsystems	
iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor)	Siderophores_of_hydroxamate_family	Experimental Subsystems	
iron aquisition regulator (YbtA,AraC-like,required for transcription of FyuA/psn,Irp2)	Siderophores_of_hydroxamate_family	Experimental Subsystems	
iron-chelator utilization protein	Siderophores_of_hydroxamate_family	Experimental Subsystems	
Ferrichrome-iron receptor	Siderophores_of_hydroxamate_family	Experimental Subsystems	
Yersiniabactin synthetase, thiazolinyl reductase component Irp3	Siderophores_of_hydroxamate_family	Experimental Subsystems	
Ferrichrome transport ATP-binding protein FhuC (TC 3.A.1.14.3)	Siderophores_of_hydroxamate_family	Experimental Subsystems	
Alcaligin biosynthesis complex, long chain	Siderophores_of_hydroxamate_family	Experimental Subsystems	
Schizokinen siderophore outer membrane receptor	Siderophores_of_hydroxamate_family	Experimental Subsystems	
Rhizobactin 1021 siderophore outer membrane receptor	Siderophores_of_hydroxamate_family	Experimental Subsystems	
Ferrichrome transport system permease protein fhuB (TC 3.A.1.14.3)	Siderophores_of_hydroxamate_family	Experimental Subsystems	
Ferrichrome-binding periplasmic protein precursor (TC 3.A.1.14.3)	Siderophores_of_hydroxamate_family	Experimental Subsystems	
Lysine N-acyltransferase mbtK (EC 2.3.1.-) (N-acyltransferase mbtK) (Mycobactin synthetase protein K)	Siderophores_of_hydroxamate_family	Experimental Subsystems	
Rhizobactin receptor precursor RhtA	Siderophores_of_hydroxamate_family	Experimental Subsystems	
Purine nucleotide synthesis repressor	Purine_nucleotide_synthesis_regulator	Nucleosides and Nucleotides	Purines
Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	PhoR-PhoB_two-component_regulatory_system		
Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	PhoR-PhoB_two-component_regulatory_system		
Phosphate regulon transcriptional regulatory protein PhoB (SphR)	PhoR-PhoB_two-component_regulatory_system		
Phosphate regulon metal ion transporter containing CBS domains	PhoR-PhoB_two-component_regulatory_system		
ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
Lipopolysaccharide biosynthesis glycosyltransferase	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
Lipopolysaccharide heptosyltransferase I (EC 2.4.1.-)	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
3-deoxy-D-manno-octulosonic acid kinase (EC 2.7.1.-)	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
3-deoxy-D-manno-octulosonic-acid transferase (EC 2.-.-.-)	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
ADP-heptose--lipooligosaccharide heptosyltransferase, putative	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
transferase, hexapeptide repeat family	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
Lipopolysaccharide synthesis protein WavE	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
capsular polysaccharide biosynthesis protein	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
capsular polysaccharide biosynthesis protein, putative	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
Mannosyltransferase OCH1 and related enzymes	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
lipopolysaccharide biosynthesis protein, putative	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
Polysaccharide deacetylase	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
O-antigen ligase	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
Lipopolysaccharide synthesis protein WavD	Vibrio_Core_Oligosaccharide_Biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components
Isoflavone reductase homolog P3 (EC 1.3.1.-)	Apigenin_derivatives	Secondary Metabolism	Biosynthesis of phenylpropanoids
FIG006438: hypothetical protein	CBSS-1313.3.peg.147	Clustering-based subsystems	
Inositol-1-monophosphatase (EC 3.1.3.25)	CBSS-1313.3.peg.147	Clustering-based subsystems	
Histidyl-tRNA synthetase (EC 6.1.1.21)	tRNA_aminoacylation,_His	Protein Metabolism	Protein biosynthesis
ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)	tRNA_aminoacylation,_His	Protein Metabolism	Protein biosynthesis
ATP phosphoribosyltransferase regulatory subunit, divergent variant (EC 2.4.2.17)	tRNA_aminoacylation,_His	Protein Metabolism	Protein biosynthesis
Histidyl-tRNA synthetase related protein in Streptococcus pneumoniae	tRNA_aminoacylation,_His	Protein Metabolism	Protein biosynthesis
Histidyl-tRNA synthetase, archaeal-type paralog (EC 6.1.1.21)	tRNA_aminoacylation,_His	Protein Metabolism	Protein biosynthesis
Histidyl-tRNA synthetase related protein 3	tRNA_aminoacylation,_His	Protein Metabolism	Protein biosynthesis
tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	tRNA_modification_position_37	Experimental Subsystems	
hypothetical tRNA/rRNA methyltransferase yfiF [EC:2.1.1.-]	tRNA_modification_position_37	Experimental Subsystems	
tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8)	tRNA_modification_position_37	Experimental Subsystems	
tRNA-i(6)A37 methylthiotransferase	tRNA_modification_position_37	Experimental Subsystems	
Sua5 YciO YrdC YwlC family protein	tRNA_modification_position_37	Experimental Subsystems	
tRNA-(ms[2]io[6]A)-hydroxylase (EC 1.-.-.-)	tRNA_modification_position_37	Experimental Subsystems	
tRNA N6-threonylcarbamoyladenosine 2-methylthiotransferase (putative)	tRNA_modification_position_37	Experimental Subsystems	
Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)	Taurine_Utilization	Sulfur Metabolism	Organic sulfur assimilation
Taurine transport ATP-binding protein TauB	Taurine_Utilization	Sulfur Metabolism	Organic sulfur assimilation
Taurine transport system permease protein TauC	Taurine_Utilization	Sulfur Metabolism	Organic sulfur assimilation
Taurine-binding periplasmic protein TauA	Taurine_Utilization	Sulfur Metabolism	Organic sulfur assimilation
Taurine transporter substrate-binding protein	Taurine_Utilization	Sulfur Metabolism	Organic sulfur assimilation
Poly-gamma-glutamate synthase subunit PgsA/CapA (EC 6.3.2.-)	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Poly-gamma-glutamate synthase subunit PgsB/CapB (EC 6.3.2.-)	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Poly-gamma-glutamate synthase subunit PgsC/CapC (EC 6.3.2.-)	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Poly-gamma-glutamate synthase subunit PgsE/CapE (EC 6.3.2.-)	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Gamma-DL-glutamyl hydrolase PgsS (EC 3.4.19.-), catalyzes PGA release	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Gamma-glutamyltranspeptidase (EC 2.3.2.2)	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Glutamate racemase (EC 5.1.1.3)	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Transition state regulatory protein AbrB	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Putative transition state regulator Abh	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Hypothetical protein in predicted poly-gamma-glutamate synthase operon	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Major facilitator superfamily (MFS) transporter in predicted poly-gamma-glutamate synthase operon	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Gamma-glutamyltranspeptidase PgsD/CapD (EC 2.3.2.2), catalyses PGA anchorage to peptidoglycan	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
transcriptional activator AtxA, (pXO1-119)	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Capsule synthesis positive regulator AcpA	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Capsule synthesis positive regulator AcpB	Poly-gamma-glutamate_biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation
Flagellar basal-body rod protein FlgB	Flagellum_in_Campylobacter	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagellar basal-body rod protein FlgC	Flagellum_in_Campylobacter	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagellar hook subunit protein	Flagellum_in_Campylobacter	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagellar hook-basal body complex protein FliE	Flagellum_in_Campylobacter	Motility and Chemotaxis	Flagellar motility in Prokaryota
Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	Flagellum_in_Campylobacter	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagellin protein FlaA	Flagellum_in_Campylobacter	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagellin protein FlaB	Flagellum_in_Campylobacter	Motility and Chemotaxis	Flagellar motility in Prokaryota
FIG001592: Phosphocarrier protein kinase/phosphorylase, nitrogen regulation associated	CBSS-364106.7.peg.3204	Clustering-based subsystems	
Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase (EC 3.6.1.-)	CBSS-364106.7.peg.3204	Clustering-based subsystems	
TRAP dicarboxylate transporter, DctM subunit, unknown substrate 8	CBSS-49338.1.peg.459	Clustering-based subsystems	Tricarboxylate transporter
TRAP-type C4-dicarboxylate transport system, large permease component	CBSS-49338.1.peg.459	Clustering-based subsystems	Tricarboxylate transporter
TRAP-type C4-dicarboxylate transport system, periplasmic component	CBSS-49338.1.peg.459	Clustering-based subsystems	Tricarboxylate transporter
TRAP-type uncharacterized transport system, fused permease component	CBSS-49338.1.peg.459	Clustering-based subsystems	Tricarboxylate transporter
Tricarboxylate transport membrane protein TctA	CBSS-49338.1.peg.459	Clustering-based subsystems	Tricarboxylate transporter
Putative tricarboxylic transport TctC	CBSS-49338.1.peg.459	Clustering-based subsystems	Tricarboxylate transporter
COG5591: Uncharacterized conserved protein	CBSS-49338.1.peg.459	Clustering-based subsystems	Tricarboxylate transporter
tricarboxylate transport protein TctB, putative	CBSS-49338.1.peg.459	Clustering-based subsystems	Tricarboxylate transporter
Tricarboxylate transport membrane protein TctB	CBSS-49338.1.peg.459	Clustering-based subsystems	Tricarboxylate transporter
Phage DNA-packaging protein	Phage_packaging_machinery	Phages, Prophages, Transposable elements	
Phage portal protein	Phage_packaging_machinery	Phages, Prophages, Transposable elements	
Phage terminase, large subunit	Phage_packaging_machinery	Phages, Prophages, Transposable elements	
Phage terminase, small subunit	Phage_packaging_machinery	Phages, Prophages, Transposable elements	
Phage terminase, ATPase subunit	Phage_packaging_machinery	Phages, Prophages, Transposable elements	
Phage terminase, endonuclease subunit	Phage_packaging_machinery	Phages, Prophages, Transposable elements	
Phage-related capsid packaging protein	Phage_packaging_machinery	Phages, Prophages, Transposable elements	
Phage terminase large subunit	Phage_packaging_machinery	Phages, Prophages, Transposable elements	
Phage terminase small subunit	Phage_packaging_machinery	Phages, Prophages, Transposable elements	
